user_id,movie_id,score,rank
102,1193,11.996794402599335,1
102,858,10.993043839931488,2
102,296,10.163090229034424,3
102,1270,9.961576759815216,4
102,111,9.894982635974884,5
102,50,9.215160191059113,6
102,1265,8.984559178352356,7
102,778,8.922906339168549,8
102,1089,8.462352812290192,9
102,1198,8.244871258735657,10
102,1206,8.233648836612701,11
102,1704,7.657888054847717,12
102,293,7.598822832107544,13
102,356,7.542854130268097,14
102,1682,7.386630356311798,15
102,47,6.845919847488403,16
102,1252,6.817539632320404,17
102,1222,6.710095703601837,18
102,1136,6.5703975558280945,19
102,1961,6.522885620594025,20
102,1246,6.508648574352264,21
102,1196,6.499101877212524,22
102,318,6.217486500740051,23
102,1617,6.215727865695953,24
102,2959,6.166825950145721,25
102,923,6.127611935138702,26
102,904,6.042139649391174,27
102,3578,6.036746680736542,28
102,2762,6.007167339324951,29
102,3147,5.963390529155731,30
102,1258,5.914731681346893,31
102,919,5.820954144001007,32
102,1732,5.742750644683838,33
102,1204,5.702118158340454,34
102,953,5.191245675086975,35
102,1203,5.110200345516205,36
102,1219,5.05099755525589,37
102,750,5.018850207328796,38
102,260,5.00565105676651,39
102,4995,4.962389171123505,40
102,1201,4.957454979419708,41
102,1259,4.678013563156128,42
102,1234,4.248508095741272,43
102,1240,4.238981485366821,44
102,903,4.221778452396393,45
102,541,4.153031170368195,46
102,1304,4.134559214115143,47
102,5995,4.10902464389801,48
102,480,4.099490582942963,49
102,920,4.003884792327881,50
106,1270,21.288180649280548,1
106,60069,17.963057816028595,2
106,1198,17.498810470104218,3
106,4306,16.45261573791504,4
106,296,16.335957169532776,5
106,1193,16.128693401813507,6
106,2571,15.985508382320404,7
106,1221,14.92141568660736,8
106,6377,14.836217105388641,9
106,4886,14.477905511856079,10
106,1265,14.40751588344574,11
106,858,14.158977627754211,12
106,4226,13.877993881702423,13
106,44191,13.553706884384155,14
106,5989,12.974719822406769,15
106,7147,12.469143331050873,16
106,2762,12.402796566486359,17
106,33794,12.373472034931183,18
106,50,12.339762032032013,19
106,76251,12.32214218378067,20
106,3147,12.317471027374268,21
106,1291,12.279435694217682,22
106,91529,11.862188994884491,23
106,5349,11.669072091579437,24
106,593,11.34397840499878,25
106,64614,10.892548859119415,26
106,71535,10.682072699069977,27
106,7361,10.655935287475586,28
106,1682,10.599918067455292,29
106,91500,10.418138206005096,30
106,2959,10.23993706703186,31
106,112852,10.1776402592659,32
106,106487,10.153220891952515,33
106,73017,9.991085231304169,34
106,480,9.896631002426147,35
106,5445,9.853557825088501,36
106,122886,9.767921268939972,37
106,589,9.671556651592255,38
106,7438,9.54814863204956,39
106,3793,9.421518385410309,40
106,97921,9.332614302635193,41
106,81834,9.147345960140228,42
106,1201,9.120151579380035,43
106,6874,9.088073909282684,44
106,99114,8.96218454837799,45
106,8360,8.838410913944244,46
106,1089,8.838177502155304,47
106,87232,8.785438537597656,48
106,1197,8.7558753490448,49
106,48394,8.698249220848083,50
239,1225,34.26730251312256,1
239,912,33.450242936611176,2
239,1089,28.99095618724823,3
239,903,26.294062793254852,4
239,1201,25.07685512304306,5
239,50,24.10183435678482,6
239,1246,22.489516377449036,7
239,1036,22.412877440452576,8
239,913,21.210165858268738,9
239,1247,19.84501588344574,10
239,778,19.404293954372406,11
239,1234,17.90575462579727,12
239,1617,17.462946891784668,13
239,5989,16.748393893241882,14
239,2762,16.53285551071167,15
239,2959,15.544930875301361,16
239,3435,15.129095911979675,17
239,4995,15.036543071269989,18
239,928,14.998793959617615,19
239,1259,14.96235179901123,20
239,899,14.866758704185486,21
239,1580,14.615487277507782,22
239,965,14.089784562587738,23
239,1250,13.884095788002014,24
239,1304,13.825794577598572,25
239,1086,13.611950099468231,26
239,3949,13.576228380203247,27
239,909,13.261625587940216,28
239,969,12.848583459854126,29
239,1333,12.75372576713562,30
239,1267,12.543924272060394,31
239,4306,12.42684519290924,32
239,1,12.187977612018585,33
239,2329,11.504087805747986,34
239,942,11.084642589092255,35
239,1950,10.96493536233902,36
239,1230,10.471473038196564,37
239,1784,10.26074767112732,38
239,911,10.007309377193451,39
239,6377,9.786745250225067,40
239,2916,9.761273443698883,41
239,1997,9.38679164648056,42
239,1276,9.361229538917542,43
239,59315,9.081436574459076,44
239,2291,9.072124600410461,45
239,933,9.04680335521698,46
239,910,9.025566697120667,47
239,4011,8.841854870319366,48
239,1283,8.647899150848389,49
239,48780,8.297679841518402,50
550,1193,34.44200247526169,1
550,1258,26.192704141139984,2
550,4878,25.649561643600464,3
550,1961,21.005429208278656,4
550,1206,19.753397583961487,5
550,778,19.00165557861328,6
550,111,18.912470877170563,7
550,1246,18.16990566253662,8
550,150,17.848627388477325,9
550,1214,16.441420197486877,10
550,1225,16.13188773393631,11
550,1387,13.288358271121979,12
550,48780,12.963403820991516,13
550,2194,12.825848162174225,14
550,5995,12.722032248973846,15
550,1784,11.780417203903198,16
550,79132,11.748723149299622,17
550,3949,11.710304915904999,18
550,541,11.596348822116852,19
550,1625,11.441272914409637,20
550,1732,11.294443666934967,21
550,7147,11.018210291862488,22
550,1207,9.77433955669403,23
550,48394,9.749858319759369,24
550,68157,9.16631418466568,25
550,1220,8.905208349227905,26
550,1201,8.878852307796478,27
550,1968,8.232783317565918,28
550,924,7.722965180873871,29
550,1090,7.125402212142944,30
550,2797,6.863503694534302,31
550,1234,6.819994270801544,32
550,1466,6.7573400139808655,33
550,922,6.608167827129364,34
550,914,6.575016558170319,35
550,5618,6.529485464096069,36
550,899,6.478982925415039,37
550,74458,6.475783288478851,38
550,60684,6.368983149528503,39
550,30707,6.276829838752747,40
550,786,6.162668466567993,41
550,628,6.047487020492554,42
550,21,5.922735691070557,43
550,2529,5.882074952125549,44
550,555,5.683918714523315,45
550,63082,5.673132240772247,46
550,951,5.665831744670868,47
550,955,5.642345607280731,48
550,1997,5.541312158107758,49
550,56367,5.483631193637848,50
574,1193,27.58376032114029,1
574,1617,23.882466852664948,2
574,1089,23.08623766899109,3
574,1265,22.867189049720764,4
574,1270,20.95270836353302,5
574,1219,20.638472139835358,6
574,50,19.874453365802765,7
574,1225,19.818208932876587,8
574,778,16.53631353378296,9
574,1036,16.444319367408752,10
574,293,16.052631318569183,11
574,47,15.94655054807663,12
574,1387,15.860533654689789,13
